Code;Nom;S3REnR;TXA;INFO_TX;INFO_ESS3R;INFO_NA;INFO_CR;INFO_TRF;INFO_QP;INFO_FAS3R;RTE_CDR;RTE_TVX;RTE_ESS3R;RTE_FAS3R;GRD1_FAS3R;GRD1_CDR;GRD1_ESS3R;GRD1_PTRE;GRD1_TRE;GRD1_TVX;GRD2_FAS3R;GRD2_FACRS3R;GRD2_CDR;GRD2_ESS3R;GRD2_PTRE;GRD2_TRE;GRD2_TVX;GRD2_CTR;GRDHTB_TVX;GRDHTB_ESS3R;GRDHTB_FAS3R;GRDHTB_CDR
Code;Nom;S3REnR;"Taux d'affectation des capacités réservées";"Taux de remplissage de la capacité réservée";"Puissance des projets en service du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR qui reste à affecter";"Capacité réservée aux EnR au titre du S3REnR";"Attention: la valeur de la capacité réservée a été modifiée sur ce poste";"Quote-Part unitaire actualisée ";"Puissance des projets en file d’attente du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ";"Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPT";"Puissance des projets entrés en FA sur le RPT dans le cadre du S3REnR en vigueur";"Puissance des projets entrés en FA sur le RPD du GRD1 dans le cadre du S3REnR en vigueur";"Capacité d’accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD1";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des projets entrés en FA sur le RPD du GRD2 dans le cadre du S3REnR en vigueur";"Dont la convention de raccordement est signée";"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD2";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution";"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRDHTB";"Puissance des projets entrés en FA sur le RPD du GRDHTB dans le cadre du S3REnR en vigueur";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB"
ARLOD;ARLOD;AUVERGNE-RHôNE-ALPES;0%;60;4.5;8.3;20.9;--;42.40;8.1;3;"Sans Objet";0;0;8.1;8.3;4.5;72;2;;;;;;;;;;;;;
"ARLY ";ARLY;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
ARMEN;ARMENTIERES;HAUTS-DE-FRANCE;0%;100;3;0;5.8;NON;77.62;4.1;0;Non;0;0;4.1;0;3;220;6;;;;;;;;;;;;;
ARNAG;ARNAGE;"PAYS DE LA LOIRE";0%;100;3.4;0;18;"Dernier(s) transfert(s) : 2-13 : +1 MW depuis JUIGNE-SUR-LOIRE | 2024-12-13 : +1 MW depuis JUIGNE-SUR-LOIRE | 2025-07-10 : +2 MW depuis LOUE | 2025-11-14 : +5 MW depuis GRAND LUCE | 2026-01-05 : +1 MW depuis SILLE-LE-GUILLAUME";46.49;14.7;0;;0;0;14.7;0;3.4;192;5;;;;;;;;;;;;;
ARNOU;ARNOULT;NOUVELLE-AQUITAINE;0%;96;3.3;0.5;13.4;"07/03/2023 : -10 MW vers THOU (LE) | 04/03/2024 : -0 MW vers PATRAS | 28/08/2024 : -3 MW vers PINIER (LE) | 25/11/2024 : -2 MW vers AULNAY";92.73;9.6;0.5;;0;0;9.6;0.5;3.3;20;1;;;;;;;;;;;;;
ARPAJ;ARPAJON;ÎLE-DE-FRANCE;0%;100;3.2;0;3.749;OUI;1.88;0.8;0;;0;0;0.8;0;3.2;102;3;;;;;;;;;;;;;
ARPEN;"ARPENTS (LES)";"CENTRE-VAL DE LOIRE";0%;100;1.5;0;14.5;;70.49;13;0;;0;0;13;0;1.5;72;2;;;;;;;;;;;;;
ARRAS;ARRAS;HAUTS-DE-FRANCE;0%;24;3.2;14.4;19;NON;77.62;1.4;14.4;Non;0;0;1.4;14.4;3.2;148;5;;;;;;;;;;;;;
ARREN;ARRENS;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ARRIG;ARRIGHI;ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ARRIO;ARRIOSSE;NOUVELLE-AQUITAINE;0%;100;16;0;17.8;;92.73;5.3;0;;0;0;5.3;0;16;40;2;;;;;;;;;;;;;
ARRO5;ARROUX;BOURGOGNE-FRANCHE-COMTé;0%;100;5.1;0;11.7;1.7;75;9.1;0;0;0;0;9.1;0;5.1;10;1;;;;;;;;;;;;;
ARSOT;ARSOT;BOURGOGNE-FRANCHE-COMTé;0%;100;2.9;0;3.9;-3.1;75;1.8;0;0;0;0;1.8;0;2.9;72;2;;;;;;;;;;;;;
ARTIG;ARTIGUES;OCCITANIE;0%;0;0;1;1;;84.13;0;0;;0;0;0;1;0;20;1;;;;;;;;;;;;;
ARTOU;ARTOUSTE;NOUVELLE-AQUITAINE;0%;0;0;2;2;"06/08/2024 : +2 MW depuis AIRE SUR ADOUR 2";92.73;0;2;;0;0;0;2;0;10;1;;;;;;;;;;;;;
ARUDY;ARUDY;NOUVELLE-AQUITAINE;0%;100;5.4;0;6.4;"10/08/2023 : +2 MW depuis PAU-NORD | 25/11/2024 : +2 MW depuis PAU-NORD";92.73;4.5;0;;0;0;4.5;0;5.4;40;2;;;;;;;;;;;;;
ARVER;ARVERT;NOUVELLE-AQUITAINE;0%;100;2.9;0;3.3;"04/07/2024 : -2 MW vers SAUJON | 02/01/2025 : -3 MW vers PONS";92.73;0.6;0;;0;0;0.6;0;2.9;36;1;;;;;;;;;;;;;
ARVIE;ARVIEU;OCCITANIE;0%;100;8.3;0;36.4;;84.13;29.2;0;;0;0;29.2;0;8.3;72;2;;;;;;;;;;;;;
ASASP;ASASP;NOUVELLE-AQUITAINE;0%;;0;0;0;;92.73;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ASNIE;"ASNIERES (SNCF MONOPHASE)";ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ASPR5;ASPRES;OCCITANIE;0%;74;11.1;8.2;31;;84.13;11.7;8.2;;0;0;11.7;8.2;11.1;72;2;;;;;;;;;;;;;
ASSIE;ASSIER;OCCITANIE;0%;100;8.5;0;17;;84.13;11;0;"En attente renforcement  ASSIE-FIGEAC  et TR de GODIN";0;0;11;0;8.5;20;1;;;;;;;;;;;;;
ASTIL;ASTILLE;"PAYS DE LA LOIRE";0%;100;1.6;0;5;"Dernier(s) transfert(s) : 2025-07-10 : +1 MW depuis POUANCE | 2026-01-05 : +1 MW depuis CRAON";46.49;3.7;0;;0;0;3.7;0;1.6;20;1;;;;;;;;;;;;;
ASTON;ASTON;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
ATHEL;ATHELIA;"PROVENCE-ALPES-CôTE D’AZUR";0%;17;2.8;16.7;20;_;78.47;0.5;16.7;;0;0;0.5;16.7;2.8;128;4;;;;;;;;;;;;;
ATTAQ;"LES ATTAQUES";HAUTS-DE-FRANCE;0%;47;0.3;12.6;23.8;NON;77.62;10.9;12.6;Non;0;0;10.9;12.6;0.3;72;2;;;;;;;;;;;;;
AUBAG;AUBAGNE;"PROVENCE-ALPES-CôTE D’AZUR";0%;26;2.7;14.8;20;_;78.47;2.5;14.8;;0;0;2.5;14.8;2.7;138;4;;;;;;;;;;;;;
"AUBE ";AUBE;NORMANDIE;0%;100;9.5;0;42.7;OUI;12.30;37.2;0;;0;25;12.2;21;9.5;72;2;;;;;;;;;;;;;
AUBE6;AUBERVILLIERS;ÎLE-DE-FRANCE;0%;0;0;0.045;0.045;OUI;1.88;0;0;"Cration poste";0;0;0;0.045;0;330;7;;;;;;;;;;;;;
AUBEN;AUBENAS;AUVERGNE-RHôNE-ALPES;0%;47;6.2;19.2;36;"Trsf de -4 MW le 30/12/25, Trsf de -3 MW le 19/03/26";42.40;10.6;0;"Création du transformateur déphaseur de Montgros et augmentation des capacités de transit de la boucle 225kV Sud Ardèche, Création d'un poste 400/225kV à Logisneuf";0;0;10.6;19.2;6.2;72;2;;;;;;;;;;;;;
AUBER;AUBERVILLE;NORMANDIE;0%;78;1.8;0.9;4;OUI;17.81;1.3;0.9;;0;0;1.3;0.9;1.8;40;2;;;;;;;;;;;;;
AUBES;"LES AUBES (SNCF)";"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
AUBI5;AUBIGNY;"CENTRE-VAL DE LOIRE";0%;96;7.2;1;23;;70.49;14.8;1;;0;0;14.8;1;7.2;56;2;;;;;;;;;;;;;
AUBIG;AUBIGNE;"PAYS DE LA LOIRE";0%;100;7.1;0;36;;46.49;30.6;0;;0;0;30.6;0;7.1;72;2;;;;;;;;;;;;;
AUBRA;Aubrac;OCCITANIE;0%;0;0;74.9;75;;84.13;0.1;0;"En attente création poste";0;0;0.1;0;0;;;;;;;;;;;;;;;
AUBRE;"LES AUBREAUX";NOUVELLE-AQUITAINE;0%;100;0.9;0;5.3;"09/10/2024 : -5 MW vers MONTENDRE | 04/12/2024 : -2 MW vers ROUILLAC | 27/02/2025 : -4 MW vers BESSANGES | 27/03/2025 : -2 MW vers RABION";92.73;13.7;0;;0;0;13.7;0;0.9;36;1;;;;;;;;;;;;;
AUBRI;AUBRIVES;"GRAND EST";0%;42;0.5;0.7;1.2;-1.3;86.11;0;0.7;.;0;0;0;0.7;0.5;40;2;;;;;;;;;;;;;
AUBUS;AUBUSSON;NOUVELLE-AQUITAINE;0%;95;23.7;1.8;33.5;"27/03/2025 : +2 MW depuis GOUZON";92.73;8;1.8;;0;0;8;1.8;23.7;40;2;;;;;;;;;;;;;
"AUCH ";AUCH;OCCITANIE;0%;95;5.7;1.4;31;;84.13;23.9;0;"En attente travaux EI réhab GIMONT - ISLE JOURDAIN";0;0;23.9;1.4;5.7;92;3;;;;;;;;;;;;;
AUDIE;AUDIERNE;BRETAGNE;0%;80;0.4;2.4;12;;82.22;9.2;2.4;;0;0;9.2;2.4;0.4;40;2;;;;;;;;;;;;;
AUDON;AUDON;NOUVELLE-AQUITAINE;0%;100;30;0;65.8;"25/11/2024 : -2 MW vers ST-JEAN-LE-VIEUX";92.73;64.6;0;;0;6;58.6;0;30;56;2;;;;;;;;;;;;;
AULN5;AULNAY;NOUVELLE-AQUITAINE;0%;100;4.1;0;77.9;"16/05/2025 : +8 MW depuis CHARENTE MARITIME NORD | 18/09/2025 : -2 MW vers MATHA";92.73;74.8;0;;0;0;74.8;0;4.1;36;1;;;;;;;;;;;;;
AULNA;AULNAY-AUX-PLANCHES;"GRAND EST";0%;8;0.6;12.8;13.9;-18.1;86.11;0.5;0;.;0;0;0.5;12.8;0.6;56;2;;;;;;;;;;;;;
AULNO;AULNOYE;HAUTS-DE-FRANCE;0%;15;1;20.2;23.9;NON;77.62;2.7;20.2;Oui;0;0;2.7;20.2;1;76;2;;;;;;;;;;;;;
AUMAL;AUMALE;NORMANDIE;0%;99;14;0.25;46.95;OUI;17.81;32.7;0.25;;0;0;32.7;0.25;14;108;3;;;;;;;;;;;;;
AUMON;"L AUMONE";AUVERGNE-RHôNE-ALPES;0%;82;3.9;1.9;10.7;--;42.40;4.9;1.9;"Sans Objet";0;0;4.9;1.9;3.9;72;2;;;;;;;;;;;;;
AUNEA;AUNEAU;"CENTRE-VAL DE LOIRE";0%;99;33.5;0.4;35;;70.49;1.1;0;;0;0;1.1;0.4;33.5;108;3;;;;;;;;;;;;;
AURAY;AURAY;BRETAGNE;0%;90;1.3;0.5;5;;82.22;3.2;0.5;;0;0;3.2;0.5;1.3;108;3;;;;;;;;;;;;;
AUREE;AURE;OCCITANIE;0%;;0;0;0;;84.13;0;0;"En attente création poste";0;0;;0;;;;;;;;;;;;;;;;
AUREI;AUREILHAN;OCCITANIE;0%;100;4.9;0;20;;84.13;15.6;0;;0;0;15.6;0;4.9;108;3;;;;;;;;;;;;;
AUREN;AURENCE;NOUVELLE-AQUITAINE;0%;100;19.6;0;31.6;"29/06/2022 : +2 MW depuis BEAUBREUIL | 12/09/2023 : -1 MW vers BEAUBREUIL | 02/08/2024 : +12 MW depuis AIRE SUR ADOUR 2 | 06/08/2024 : +2 MW depuis AIRE SUR ADOUR 2";92.73;15.3;0;;0;0;15.3;0;19.6;108;3;;;;;;;;;;;;;
AURI5;AURIOL;"PROVENCE-ALPES-CôTE D’AZUR";0%;22;3.4;15.6;20;_;78.47;1;15.6;;0;0;1;15.6;3.4;72;2;;;;;;;;;;;;;
AURIA;AURIAC;NOUVELLE-AQUITAINE;0%;100;18.7;0;22.2;"25/11/2024 : +2 MW depuis PAU-NORD | 27/03/2025 : +2 MW depuis MIRAMONT-SENSACQ | 14/04/2025 : +3 MW depuis MIRAMONT-SENSACQ";92.73;21;0;;0;0;21;0;18.7;40;2;;;;;;;;;;;;;
AURIL;AURILLAC;AUVERGNE-RHôNE-ALPES;0%;98;21.9;1.1;44.6;"Trsf de +7 MW le 30/12/25";42.40;21.6;0;"Création d'un nouveau transformateur 225/90kV au poste de Gatellier";0;0;21.6;1.1;21.9;108;3;;;;;;;;;;;;;
AURIO;AURIOLLES;NOUVELLE-AQUITAINE;0%;99;7.9;0.3;35.4;"01/07/2025 : +8 MW depuis HAUTE LANDE | 03/09/2025 : +13 MW depuis HAUTE LANDE";92.73;27.2;0.3;;0;0;27.2;0.3;7.9;40;2;;;;;;;;;;;;;
AUSSO;AUSSOIS;AUVERGNE-RHôNE-ALPES;0%;65;0.1;0.6;1.7;--;42.40;1;0.6;"Création d'un automate d'effacement de la production";0;0;1;0.6;0.1;56;2;;;;;;;;;;;;;
AUSTE;AUSTERLITZ;ÎLE-DE-FRANCE;0%;0;0;0.117;0.117;OUI;1.88;0;0;;0;0;0;0.117;0;140;2;;;;;;;;;;;;;
AUTER;AUTERRIVE;NOUVELLE-AQUITAINE;0%;100;17.5;0;13.5;"05/02/2024 : -4,4 MW vers AICIRITS";92.73;10.8;0;;0;0;10.8;0;17.5;72;2;;;;;;;;;;;;;
AUTUN;AUTUN;BOURGOGNE-FRANCHE-COMTé;0%;100;4.7;0;8.7;-45.3;75;7.3;0;0;0;0;7.3;0;4.7;72;2;;;;;;;;;;;;;
AUVIL;AUVILLIERS;"CENTRE-VAL DE LOIRE";0%;100;30.3;0;32;;70.49;2.8;0;;0;0;2.8;0;30.3;72;2;;;;;;;;;;;;;
AUXER;AUXERRE;BOURGOGNE-FRANCHE-COMTé;0%;100;11.9;0;14.9;9.9;75;4;0;0;0;0;4;0;11.9;108;3;;;;;;;;;;;;;
AUXON;AUXONNE;BOURGOGNE-FRANCHE-COMTé;0%;100;3.4;0;7.2;-12.8;75;6.1;0;0;0;0;6.1;0;3.4;40;2;;;;;;;;;;;;;
AUZAN;AUZANCES;NOUVELLE-AQUITAINE;0%;87;6.1;2;15.3;"07/12/2023 : -2 MW vers EVAUX LES BAINS | 15/02/2024 : -2 MW vers ST-PARDOUX";92.73;7.2;2;;0;0;7.2;2;6.1;40;2;;;;;;;;;;;;;
AUZAT;AUZAT;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;0;0;0;10;1;;;;;;;;;;;;;
AUZER;AUZERETTE;AUVERGNE-RHôNE-ALPES;0%;0;0;4.5;4.5;--;42.40;0;4.5;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
AVALL;AVALLON;BOURGOGNE-FRANCHE-COMTé;0%;75;8.9;12;47.5;17.5;75;26.6;0;"Restructuration du réseau 225 kV entre La Vigne et Tonnerre";0;0;26.6;12;8.9;72;2;;;;;;;;;;;;;
AVENI;AVENIR;ÎLE-DE-FRANCE;0%;100;0.6;0;0.602;OUI;1.88;0.2;0;;0;0;0.2;0;0.6;370;8;;;;;;;;;;;;;
AVENN;"LES AVENNES";HAUTS-DE-FRANCE;0%;100;0;0;192.5;192.5;77.62;209.4;0;Oui;0;0;209.4;0;0;240;6;;;;;;;;;;;;;
AVEYR;AVEYROLES;"PROVENCE-ALPES-CôTE D’AZUR";0%;0;0;160;160;_;78.47;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;
AVEZE;AVEZE;OCCITANIE;0%;41;2.4;5.3;9;;84.13;1.3;5.3;;0;0;1.3;5.3;2.4;40;2;;;;;;;;;;;;;
AVIG5;AVIGNONET;OCCITANIE;0%;70;5.4;7;23;;84.13;10.6;4;;0;0;10.6;7;5.4;40;2;;;;;;;;;;;;;
AVIGN;AVIGNON;"PROVENCE-ALPES-CôTE D’AZUR";0%;43;5.3;14.3;25;"Transfert vers Courtine (- 50 MW)";78.47;5.4;14.3;;0;0;5.4;14.3;5.3;142;3;;;;;;;;;;;;;
AVIO5;AVION;HAUTS-DE-FRANCE;0%;13;1.7;22.4;25.6;NON;77.62;1.5;22.4;Non;0;0;1.5;22.4;1.7;108;3;;;;;;;;;;;;;
AVOIN;AVOINE;"CENTRE-VAL DE LOIRE";0%;100;0;0;15;;70.49;15;0;;0;15;;0;;;;;;;;;;;;;;;;
AVORI;AVORIAZ;AUVERGNE-RHôNE-ALPES;0%;0;0;5;5;--;42.40;0;5;"Sans Objet";0;0;0;5;0;36;1;;;;;;;;;;;;;
AVRAN;AVRANCHES;NORMANDIE;0%;100;6.7;0;5.4;OUI;12.30;3.6;0;;0;0;3.6;0;6.7;72;2;;;;;;;;;;;;;
AVREU;AVREUIL;"GRAND EST";0%;100;6.4;0;32.3;29.8;86.11;27.9;0;.;0;0;27.9;0;6.4;36;1;;;;;;;;;;;;;
AVRIL;AVRILLE;"PAYS DE LA LOIRE";0%;10;0.8;11.7;13;;46.49;0.5;11.7;;0;0;0.5;11.7;0.8;72;2;;;;;;;;;;;;;
AVRIM;AVRIMA;"GRAND EST";0%;100;0.9;0;2.8;-14.2;86.11;2.6;0;.;0;0;2.6;0;0.9;40;2;;;;;;;;;;;;;
AVRON;AVRON;ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
AYDES;"LES AYDES";"CENTRE-VAL DE LOIRE";0%;100;0.4;0;1;;70.49;0.8;0;;0;0;0.8;0;0.4;72;2;;;;;;;;;;;;;
AYRES;AYRES;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
AYTRE;AYTRE;NOUVELLE-AQUITAINE;0%;100;7;0;4.7;"07/03/2023 : -25 MW vers THOU (LE)";92.73;2;0;;0;0;2;0;7;72;2;;;;;;;;;;;;;
B.AIR;BEL-AIR;OCCITANIE;0%;65;9.3;12.8;37;;84.13;14.9;11;;0;0;14.9;12.8;9.3;40;2;;;;;;;;;;;;;
B.ARC;"BOURBON-L ARCHAMBAULT";AUVERGNE-RHôNE-ALPES;0%;100;10.3;0;28.3;"Trsf de -10 MW le 19/12/24, Trsf de +4 MW le 14/04/25";42.40;18.5;0;"Augmentation de transit de la liaison 63kV SEMINAIRE BOURBON L'ARCHAMBAULT, Création du poste 400/225/63kV de Centre Allier";0;0;18.5;0;10.3;40;2;;;;;;;;;;;;;
B.BAI;BAINS-LES-BAINS;"GRAND EST";0%;100;3.1;0;5.3;-11.7;86.11;7.5;0;"Schéma GE: renforcement de la liaison à 63 kV Bains les Bains - Darney";0;0;7.5;0;3.1;40;2;;;;;;;;;;;;;
B.BAS;BAS-EN-BASSET;AUVERGNE-RHôNE-ALPES;0%;30;2.6;10.7;15.2;"Trsfrt -2 MW le 11/07/24";42.40;1.9;10.7;"Sans Objet";0;0;1.9;10.7;2.6;40;2;;;;;;;;;;;;;
B.BER;BOIS-BERNARD;HAUTS-DE-FRANCE;0%;9;0;126;138;138;77.62;12;126;Oui;0;0;12;0;0;;;;;;;;;;;;;;;
B.CAR;BROC-CARROS(LE);"PROVENCE-ALPES-CôTE D’AZUR";0%;2;0.5;40;41;_;78.47;0.5;40;;0;0;0.5;40;0.5;40;1;;;;;;;;;;;;;
B.CEZ;BAGNOLS-SUR-CEZE;OCCITANIE;0%;42;4.4;24.5;42;;84.13;13.1;24.5;;0;0;13.1;24.5;4.4;92;3;;;;;;;;;;;;;
B.CHA;BUTTES-CHAUMONT;ÎLE-DE-FRANCE;0%;100;0.2;0;0.4;OUI;1.88;0.2;0;;0;0;0.2;0;0.2;450;10;;;;;;;;;;;;;
B.DAM;BAUME-LES-DAMES;BOURGOGNE-FRANCHE-COMTé;0%;42;7.1;27.2;47.3;37.3;75;13;10;0;0;0;13;27.2;7.1;72;2;;;;;;;;;;;;;
B.DUC;BAR-LE-DUC;"GRAND EST";0%;100;2.6;0;70.5;46.5;86.11;87.8;0;"Schéma GE: raccordement d'un transformateur 63/20 kV - 36 MVA";0;0;87.8;0;2.6;72;2;;;;;;;;;;;;;
B.DUR;BOIS-DURAND;NOUVELLE-AQUITAINE;0%;100;4.8;0;15.2;"02/03/2022 : +5 MW depuis CHAMPNIERS | 10/08/2023 : +1 MW depuis BARBEZIEUX | 25/01/2024 : +2 MW depuis BARBEZIEUX";92.73;14.4;0;;0;0;14.4;0;4.8;60;3;;;;;;;;;;;;;
B.EPI;BELLE-EPINE;BRETAGNE;0%;;0;0;0;;82.22;0;0;;0;0;;0;;;;;;;;;;;;;;;;
B.ETO;BELLE-ETOILE;AUVERGNE-RHôNE-ALPES;0%;58;3.1;3.2;7.6;--;42.40;1.3;3.2;"Sans Objet";0;0;1.3;3.2;3.1;102;3;;;;;;;;;;;;;
B.GES;"BOULOGNE SUR GESSE";OCCITANIE;0%;96;4.9;1.2;30;;84.13;23.9;1.2;"En attente poste de COMMINGES";0;0;23.9;0;4.9;20;1;;;;;;;;;;;;;
B.GUI;BOIS-GUILLAUME;NORMANDIE;0%;97;1.3;0.1;3;OUI;17.81;1.6;0.1;;0;0;1.6;0.1;1.3;132;4;;;;;;;;;;;;;
B.HAM;BASSE-HAM;"GRAND EST";0%;100;1.6;0;1.6;-25.5;86.11;1;0;.;0;0;1;0;1.6;72;2;;;;;;;;;;;;;
B.LOM;BEAUMONT-DE-LOMAGNE;OCCITANIE;0%;87;8.8;3.6;27;;84.13;14.6;3.6;;0;0;14.6;3.6;8.8;40;2;;;;;;;;;;;;;
B.MAI;BELLE-DE-MAI;"PROVENCE-ALPES-CôTE D’AZUR";0%;8;1.2;20.3;22;_;78.47;0.5;16;;0;0;0.5;20.3;1.2;210;3;;;;;;;;;;;;;
B.MAN;"BOINVILLE EN MANTOIS";ÎLE-DE-FRANCE;0%;100;1;0;0.784;OUI;1.88;0;0;"Cration poste";0;0;0;0;1;140;2;;;;;;;;;;;;;
B.MAU;BOURG-ST-MAURICE;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
B.MON;BEAUMONT-MONTEUX;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
B.REN;"BOIS-RENAUD (SNCF)";ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
B.RON;BUISSON-ROND;AUVERGNE-RHôNE-ALPES;0%;59;4.7;6.1;14.7;--;42.40;3.9;6.1;"Sans Objet";0;0;3.9;6.1;4.7;102;3;;;;;;;;;;;;;
B.RUM;BOSSUS-LES-RUMIGNY;"GRAND EST";0%;;0;0;;;86.11;44;0;;;;44;0;0;;;;;;;;;;;;;;;
B.THI;BOURG-DE-THIZY;AUVERGNE-RHôNE-ALPES;0%;69;1.3;2.2;7;"Trsf de +3 MW le 07/11/25";42.40;3.5;2.2;"Sans Objet";0;0;3.5;2.2;1.3;36;1;;;;;;;;;;;;;
B.THO;"BARRE-THOMAS (LA)";BRETAGNE;0%;100;0.3;0;2;"16/12/25 +1 MW depuis GOURIN, +1 MW depuis PLOUVARA";82.22;26;0;;0;0;26;0;0.3;72;2;;;;;;;;;;;;;
B.TOL;BOIS-TOLLOT;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
B.VEV;"BOIS DE LA VEVE";"CENTRE-VAL DE LOIRE";0%;;0;0;;;70.49;55.5;0;;;;55.5;0;0;;;;;;;;;;;;;;;
BABLO;"LES BABLONS";"GRAND EST";0%;100;1.5;0;12.9;11.4;86.11;11.9;0;.;0;0;11.9;0;1.5;108;3;;;;;;;;;;;;;
BACAL;BACALAN;NOUVELLE-AQUITAINE;0%;100;51;0;29.4;"06/08/2024 : -2 MW vers VILLENEUVE-DE-BLAYE | 03/10/2024 : +2 MW depuis COEUR LANDES | 15/10/2024 : +2 MW depuis MARGAUX | 25/11/2024 : +2 MW depuis MARGAUX";92.73;8.9;0;;0;0;8.9;0;51;86;3;;;;;;;;;;;;;
BACCH;BACCHUS;NORMANDIE;0%;16;1.3;15.4;18.3;OUI;12.30;1.6;15.4;;0;0;1.6;15.4;1.3;56;2;;;;;;;;;;;;;
BAGAT;BAGATELLE;OCCITANIE;0%;100;6.3;0;62;;84.13;57.3;0;"Renforcement transformation d'Issel";0;0;57.3;0;6.3;72;2;;;;;;;;;;;;;
"BAGE ";"BAGE (STATION DE POMPAGE)";OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
BAILL;BAILLEUL;HAUTS-DE-FRANCE;0%;100;4.7;0;7;7;77.62;3.9;0;Non;0;0;3.9;0;4.7;72;2;;;;;;;;;;;;;
BAIXA;BAIXAS;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
BAJAT;BAJATIERE;AUVERGNE-RHôNE-ALPES;0%;61;1.1;2;5.1;--;42.40;2;2;"Sans Objet";0;0;2;2;1.1;72;2;;;;;;;;;;;;;
BALAN;BALAN;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
BALAR;BALARUC;OCCITANIE;0%;30;5;16;23;;84.13;2;16;;0;0;2;16;5;102;3;;;;;;;;;;;;;
BALDI;BALDI;OCCITANIE;0%;55;3;3.6;8;;84.13;1.4;3.6;;0;0;1.4;3.6;3;72;2;;;;;;;;;;;;;
BALLO;BALLON;HAUTS-DE-FRANCE;0%;25;0.2;1.5;2;NON;77.62;0.3;1.5;Non;0;0;0.3;1.5;0.2;168;5;;;;;;;;;;;;;
BALMA;BALMA;OCCITANIE;0%;57;6;6.4;15;;84.13;2.6;6.4;;0;0;2.6;6.4;6;144;4;;;;;;;;;;;;;
BANCA;BANCAIRON;"PROVENCE-ALPES-CôTE D’AZUR";0%;3;0.2;9.7;10;_;78.47;0.1;9.7;;0;0;0.1;9.7;0.2;30;2;;;;;;;;;;;;;
BANNA;BANNALEC;BRETAGNE;0%;40;0.1;1.2;2;;82.22;0.7;1.2;;0;0;0.7;1.2;0.1;20;1;;;;;;;;;;;;;
BARAG;BARRAGARY;NOUVELLE-AQUITAINE;0%;100;11;0;13.3;;92.73;7.6;0;;0;0;7.6;0;11;40;2;;;;;;;;;;;;;
